"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"1171","milk ",245963,"sebastian howard","sebastian howard",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,58,2e+07,31841299,"2014-09-01"
"1172","purple violets",20065,"selma blair","edward burns",4000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",NA,103,4e+06,0,"2007-04-30"
"1173","a million ways to die in the west",188161,"seth macfarlane","seth macfarlane",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]","Media Rights Capital",116,4e+07,42720965,"2014-05-22"
"1174","the green hornet",40805,"seth rogen","michel gondry",120000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","Original Film",119,1.1e+08,98780042,"2011-01-12"
"1175","monsters vs aliens",15512,"seth rogen","conrad vernon",175000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","DreamWorks Animation",94,1.75e+08,198351526,"2009-03-19"
"1176","observe and report",16991,"seth rogen","jody hill",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Legendary Pictures",86,1.8e+07,24007324,"2009-04-10"
"1177","sausage party",223702,"seth rogen","conrad vernon",19000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","Columbia Pictures",83,1.9e+07,97670358,"2016-07-11"
"1178","neighbors 2 sorority rising",325133,"seth rogen","nicholas stoller",35000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Universal Pictures",91,3.5e+07,55340730,"2016-05-04"
"1179","like mike",21972,"shad moss","john schultz",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Twentieth Century Fox Film Corporation",99,3e+07,51432423,"2002-07-03"
"1180","lottery ticket",41382,"shad moss","erik white",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","Cube Vision",99,1.7e+07,24719879,"2010-08-20"
"1181","jab tak hai jaan",132316,"shah rukh khan","yash chopra",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Yash Raj Films",176,9200000,3047539,"2012-11-13"
"1182","veer zaara",4251,"shah rukh khan","yash chopra",7000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Yash Raj Films",192,7e+06,2938532,"2004-11-12"
"1183","dope",308639,"shameik moore","rick famuyiwa",700000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Revolt Films",103,7e+06,17506470,"2015-06-19"
"1184","primer",14337,"shane carruth","shane carruth",7000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Thinkfilm",77,7000,424760,"2004-10-08"
"1185","detention",68684,"shanley caswell","joseph kahn",10000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Detention Films",93,1e+07,0,"2011-03-16"
"1186","free fire",334521,"sharlto copley","ben wheatley",10000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Film4",90,1e+07,1799322,"2017-03-31"
"1187","you re next",83899,"sharni vinson","adam wingard",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","HanWay Films",95,1e+06,18494006,"2011-09-10"
"1188","iraq for sale the war profiteers",40862,"shereef akeel","robert greenwald",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,75,775000,0,"2006-01-01"
"1189","31",284564,"sheri moon zombie","rob zombie",1500000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Spectacle Entertainment Group",102,1500000,779820,"2016-09-15"
"1190","the battle of shaker heights",21413,"shia labeouf","kyle rankin",1000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Miramax Films",79,1e+06,280351,"2003-08-22"
"1192","the greatest game ever played",15487,"shia labeouf","bill paxton",25000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",120,2.5e+07,15331289,"2005-09-30"
"1194","house of 1000 corpses",2662,"sid haig","rob zombie",7000000,"horror","[{'id': 27, 'name': 'Horror'}]","Lionsgate",89,7e+06,12634962,"2003-04-11"
"1195","imaginary heroes",25350,"sigourney weaver","dan harris",10000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Signature Pictures",111,1e+07,228524,"2004-09-14"
"1196","ararat",16351,"simon abkarian","atom egoyan",0,"war","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]","Alliance Atlantis Communications",115,15500000,1693000,"2002-05-20"
"1197","the horse boy",30979,"simon baron cohen","michel o scott",0,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,93,160000,156612,"2009-11-25"
"1198","50 to 1",197583,"skeet ulrich","jim wilson",10000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Ten Furlongs",110,1e+07,1069454,"2014-03-21"
"1199","hey arnold the movie",17710,"spencer klein","tuck tucker",0,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Paramount Pictures",76,1e+07,13684949,"2002-06-28"
"1200","kiss kiss bang bang ",22615,"stellan skarsgård","stewart sugg",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","M M Productions",101,1.5e+07,4235837,"2001-11-07"
"1202","american hero",367551,"stephen dorff","nick love",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Screen Media Films",86,1e+06,0,"2015-12-11"
"1203","deuces wild",13201,"stephen dorff","scott kalvert",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","United Artists",96,1e+07,6044618,"2002-05-03"
"1204","feardotcom",9544,"stephen dorff","william malone",40000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Milagro Films",101,4e+07,13208023,"2002-08-09"
"1205","no man s land the rise of reeker",18616,"stephen martines","dave payne",2000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Institution, The",88,2e+06,0,"2008-05-01"
"1206","saint john of las vegas",27023,"steve buscemi","hue rhodes",3800000,"comedy","[{'id': 35, 'name': 'Comedy'}]",NA,84,2e+06,102645,"2009-06-10"
"1207","paris je t aime",2266,"steve buscemi","isabel coixet",13000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Filmazure",120,1.3e+07,4857374,"2006-05-16"
"1208","dinner for schmucks",38778,"steve carell","jay roach",69000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Paramount Pictures",114,6.9e+07,73026337,"2010-07-30"
"1209","despicable me 3",324852,"steve carell","kyle balda",80000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Illumination Entertainment",96,7.5e+07,264624300,"2017-06-15"
"1210","the incredible burt wonderstone",124459,"steve carell","don scardino",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","New Line Cinema",100,3.2e+07,22537881,"2013-03-14"
"1211","the original kings of comedy",23618,"steve harvey","spike lee",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","40 Acres & A Mule Filmworks",115,3e+06,38168022,"2000-08-18"
"1212","the crocodile hunter collision course",17043,"steve irwin","john stainton",0,"family","[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","Cheyenne Enterprises",90,12500000,28436931,"2002-07-26"
"1213","love the coopers",333348,"steve martin","jessie nelson",17000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Imagine Entertainment",107,1.8e+07,26302731,"2015-11-12"
"1214","latter days",15708,"steve sandvoss","c jay cox",850000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","TLA Releasing",107,850000,833118,"2003-07-10"
"1215","code of honor",389425,"steven seagal","michael winnick",8000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Steamroller Productions",106,8e+06,0,"2016-05-06"
"1216","exit wounds",10877,"steven seagal","andrzej bartkowiak",50000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Village Roadshow Pictures",101,3.3e+07,51758599,"2001-03-13"
"1217","the foreigner",18248,"steven seagal","michael oblowitz",16700000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures",96,3.5e+07,34393507,"2003-06-01"
"1218","after",118612,"steven strait","ryan smith",0,"mystery","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Seabourne Pictures",90,1.4e+07,12138565,"2012-08-27"
"1219","shade",14576,"stuart townsend","damian nieman",6800000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Cobalt Media Group",101,6800000,25032,"2003-05-18"
"1220","queen of the damned",11979,"stuart townsend","michael rymer",35000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","Village Roadshow Pictures",101,3.5e+07,30307804,"2002-02-10"
"1221","life of pi",87827,"suraj sharma","ang lee",120000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","Ingenious Film Partners",127,1.2e+08,124987022,"2012-11-20"
"1222","the calling",283384,"susan sarandon","jason stone",0,"thriller","[{'id': 53, 'name': 'Thriller'}]","Darius Films",108,160000,32092,"2014-08-05"
"1223","middle of nowhere",19688,"susan sarandon","john stockwell",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Bold Films",95,2e+05,236806,"2008-09-06"
"1224","the in crowd",36047,"susan ward","mary lambert",15000000,"thriller","[{'id': 53, 'name': 'Thriller'}]","Morgan Creek Productions",105,1.5e+07,5217498,"2000-07-19"
"1225","the expendables 3",138103,"sylvester stallone","patrick hughes",90000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","Davis-Films",127,1e+08,39322544,"2014-08-04"
"1226","get carter",10461,"sylvester stallone","stephen t kay",63600000,"action","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Franchise Pictures",102,4e+07,14967182,"2000-10-06"
"1227","reach me",251994,"sylvester stallone","john herzfeld",5000000,"drama","[{'id': 18, 'name': 'Drama'}]","Windy Hill Pictures",95,5e+06,0,"2014-03-14"
"1228","lake mungo",27374,"talia zucker","joel anderson",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Mungo Productions",84,1100000,0,"2008-06-17"
"1229","hidden figures",381284,"taraji p henson","theodore melfi",25000000,"drama","[{'id': 18, 'name': 'Drama'}]","Fox 2000 Pictures",127,2.5e+07,169607287,"2016-12-10"
"1230"," horror",301325,"taryn manning","tara subkoff",1500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","AST Studios",90,1500000,0,"2015-11-20"
"1231","banshee chapter",207769,"ted levine","blair erickson",950000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Before the Door Pictures",87,950000,0,"2013-08-26"
"1233","the perfect match",378200,"terrence jenkins","bille woodruff",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Lionsgate",96,5e+06,9669521,"2016-03-11"
"1234","dear white people",114750,"tessa thompson","justin simien",1000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Homegrown Pictures",108,1250000,4404154,"2014-10-17"
"1235","don mckay",35689,"thomas haden church","jake goldberger",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Animus Films",87,6e+06,13722,"2009-04-24"
"1236","ghost world",1548,"thora birch","terry zwigoff",7000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","United Artists",111,5500000,6217849,"2001-07-20"
"1239","the deep end",24936,"tilda swinton","scott mcgehee",3000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","i5 Films",101,3e+06,8823109,"2001-01-21"
"1240","the santa clause 2",9021,"tim allen","michael lembeck",65000000,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",104,6.5e+07,139225854,"2002-10-31"
"1242","joe somebody",12312,"tim allen","john pasquin",38000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Regency Enterprises",99,3.8e+07,22770864,"2001-12-21"
"1244","fly me to the moon",13956,"tim curry","ben stassen",25000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","uFilm",84,2.5e+07,14543943,"2008-08-15"
"1245","the ladies man",16888,"tim meadows","reginald hudlin",24000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","SNL Studios",84,1.1e+07,13592872,"2000-10-13"
"1246","code 46",2577,"tim robbins","michael winterbottom",7500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","BBC Films",92,7500000,197148,"2003-09-02"
"1247","invincible",68569,"tim roth","werner herzog",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","Little Bird Films",90,4e+07,57806952,"2001-01-01"
"1248","united passions",271331,"tim roth","frédéric auburtin",27000000,"drama","[{'id': 18, 'name': 'Drama'}]","Thelma Films",110,3e+07,918,"2014-06-19"
"1249","call me by your name",398818,"timothée chalamet","luca guadagnino",4696772,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Sony Pictures Classics",130,3500000,18065180,"2017-10-27"
"1250","mr turner",245700,"timothy spall","mike leigh",0,"history","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","Film4",150,1.4e+07,3958546,"2014-10-31"
"1251","the journey",408616,"timothy spall","nick hamm",0,"drama","[{'id': 18, 'name': 'Drama'}]","Tempo Productions Limited",94,5e+05,19800,"2017-03-30"
"1252","admission",144340,"tina fey","paul weitz",13000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Focus Features",107,1.3e+07,18007317,"2013-03-21"
"1254","forget me not",65186,"tobias menzies","alexander holt",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Quicksilver Films",93,1300000,0,"2011-05-06"
"1255","edge of tomorrow",137113,"tom cruise","doug liman",178000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","Village Roadshow Pictures",113,1.78e+08,100206256,"2014-05-27"
"1256","minority report",180,"tom cruise","steven spielberg",102000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]","DreamWorks SKG",145,1.02e+08,132024714,"2002-06-20"
"1257","weekend",79120,"tom cullen","andrew haigh",8000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","EM Media",96,190000,484592,"2011-09-22"
"1258","freddy got fingered",13166,"tom green","tom green",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","Regency Enterprises",87,1.5e+07,14249005,"2001-04-18"
"1259","sully",363676,"tom hanks","clint eastwood",60000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","Malpaso Productions",96,6e+07,125070033,"2016-09-07"
"1260","a hologram for the king",270010,"tom hanks","tom tykwer",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","X-Filme Creative Pool",97,3.5e+07,4212494,"2016-04-22"
"1261","child 44",181283,"tom hardy","daniel espinosa",50000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Summit Entertainment",137,5e+07,1224330,"2015-03-15"
"1262","locke",210479,"tom hardy","steven knight",2000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","IM Global",85,2e+06,1370646,"2014-04-10"
"1263","penguins of madagascar",270946,"tom mcgrath","eric darnell",132000000,"family","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","DreamWorks Animation",92,1.32e+08,83350911,"2014-11-22"
"1264","the missing",12146,"tommy lee jones","ron howard",60000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]","Columbia Pictures",135,6.5e+07,26900336,"2003-11-26"
"1265","the hunted",10632,"tommy lee jones","william friedkin",55000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Lakeshore Entertainment",94,5.5e+07,34234008,"2003-03-11"
"1266","man of the house",13498,"tommy lee jones","stephen herek",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","Revolution Studios",100,5e+07,19699706,"2005-02-25"
"1267","feast",293299,"tommy snider","patrick osborne",0,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",6,3200000,56131,"2014-11-07"
"1269","ong bak 2",16353,"tony jaa","tony jaa",8500000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Iyara Films",98,1.5e+07,102458,"2008-12-04"
"1272","vacation ",112963,"trieste kelly dunn","zach clark",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",NA,90,3.1e+07,58884188,"2010-06-20"
"1274","travellers and magicians",37232,"tshewang dendup","khyentse norbu",0,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","Prayer Flag Pictures",108,1800000,506793,"2003-09-09"
"1275","tupac resurrection",21525,"tupac amaru shakur","lauren lazin",300000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]","Paramount Pictures",112,3e+05,7718961,"2003-01-23"
"1276","mr peabody sherman",82703,"ty burrell","rob minkoff",145000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","Pacific Data Images (PDI)",92,1.45e+08,111506430,"2014-02-07"
"1277","i can do bad all by myself",26367,"tyler perry","tyler perry",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","Lions Gate Films",113,1.9e+07,51733921,"2009-09-11"
"1278","madea goes to jail",15670,"tyler perry","tyler perry",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Lions Gate Films",103,17500000,90508336,"2009-02-16"
