"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime"
"37726","359440","0","documentary","barista",NA,2015-11-06,0,103
"37727","297806","13000000","drama","i saw the light","bron studios",2016-02-05,1646788,123
"37728","186759","8000000","comedy","get a job","double feature films",2016-03-25,0,93
"37729","356326","0","horror","sorgenfri","meta film",2015-09-29,0,85
"37730","153397","0","tv movie","restless","british broadcasting corporation (bbc)",2012-12-07,0,180
"37732","342521","15000000","action","keanu","new line cinema",2016-04-21,20566327,94
"37733","132540","0","drama","the taiwan oyster",NA,2012-03-10,0,108
"37734","337758","0","drama","медена ноќ","i/o post",2015-04-17,0,90
"37735","334922","0","drama","þrestir","nimbus film productions",2015-05-13,0,99
"37736","375742","1300000","horror","córki dancingu","wytwórnia filmów dokumentalnych i fabularnych (wfdif)",2015-12-25,101657,92
"37737","336011","700000","drama","white girl","killer films",2016-09-02,200242,88
"37738","290825","5000000","comedy","yoga hosers","invincible pictures corp.",2016-07-08,0,88
"37739","239103","0","drama","lauf junge lauf",NA,2013-11-12,0,108
"37740","157005","0","documentary","google and the world brain",NA,2013-01-18,0,89
"37741","72750","0","documentary","brasilintime: batucada com discos",NA,2007-11-13,0,116
"37743","333663","0","comedy","war on everyone","head gear films",2016-10-07,0,98
"37744","250852","0","documentary","the notorious mr. bout",NA,2014-01-17,0,94
"37745","201729","0","documentary","elektro moskva",NA,2013-06-12,0,89
"37746","154786","0","documentary","le chant des ondes",NA,2013-07-06,0,96
"37747","82151","0","music","haack ...the king of techno",NA,2004-01-19,0,70
"37748","278660","0",NA,"tony benn: will and testament",NA,2014-06-26,0,90
"37749","75577","0","documentary","brian eno: another green world",NA,2010-01-12,0,60
"37750","97399","0","documentary","this is the life",NA,2008-02-08,0,97
"37751","123680","0","documentary","what darwin didn't know","british broadcasting corporation (bbc)",2009-11-29,0,90
"37752","34158","0","history","the people speak",NA,2009-12-13,0,113
"37753","214170","0","documentary","when bjork met attenborough","pulse films",2013-07-26,0,48
"37754","341745","0","drama","aus liebe zu dir","phoenix film",2012-11-09,0,NA
"37755","276157","0",NA,"what is left",NA,2014-06-12,0,NA
"37756","122544","0","horror","the perfect house","bagboy productions",2012-07-17,0,84
"37757","296360","3000000","comedy","love & friendship","blinder films",2016-05-27,14016568,94
"37759","165344","0",NA,"the sentimental engine slayer",NA,2010-04-22,0,97
"37761","186991","0","drama","grand central","les films velvet",2013-08-28,0,94
"37762","254952","0","comedy","me him her","big beach films",2016-03-11,0,97
"37763","259014","0","comedy","a bit of bad luck",NA,2014-04-17,0,86
"37764","347848","0","drama","last girl standing","blue goggles films",2015-08-31,0,91
"37765","239367","0","history","ジョバンニの島","warner bro. japan",2014-02-22,0,102
"37768","76746","400",NA,"вдребезги","paradis films",2011-10-06,0,0
"37777","66060","0","drama","休暇",NA,2008-06-07,0,115
"37781","376716","0","comedy","день выборов 2","strela",2016-02-18,4314688,105
"37782","383535","3650000","thriller","they're watching","buffalo 8 productions",2016-03-25,0,95
"37784","297784","0","documentary","barolo boys",NA,2014-10-16,0,64
"37785","365002","0","fantasy","kryptonita","crudofilms",2015-12-03,0,80
"37786","68048","0","documentary","flicker",NA,2009-07-14,0,75
"37787","261899","0","action","prospect",NA,2014-03-26,0,14
"37788","261112","0","drama","varde","original film",2008-06-12,0,15
"37789","16017","0","drama","prag","nimbus film productions",2006-11-03,0,92
"37790","145547","0",NA,"mad ship",NA,2012-12-07,0,90
"37791","295627","0","horror","spawn: the recall",NA,2014-09-13,0,7
"37795","75027","0","documentary","checkpoint",NA,2003-11-23,0,80
"37796","379291","0","action","justice league vs. teen titans","dc comics",2016-03-29,0,78
"37797","338913","0","comedy","bill","cowboy films",2015-08-21,0,94
"37798","304869","0",NA,"emergency exit",NA,2014-07-15,0,0
"37799","251220","0","documentary","who took johnny",NA,2014-01-17,0,80
"37800","229353","0","documentary","no más",NA,2013-10-15,0,79
"37801","302802","0","drama","tre tocchi",NA,2014-11-13,0,0
"37802","204506","0",NA,"la once",NA,2014-09-30,0,80
"37803","387893","0","adventure","ice age: the great egg-scapade","blue sky studios",2016-03-20,0,25
"37804","109261","0","comedy","parlez-moi de vous","estrella productions",2012-01-11,0,89
"37805","287717","0","documentary","edgar g. ulmer: the man off-screen",NA,2004-09-04,0,77
"37810","246415","0","western","redland","zyzak film company",2009-03-11,0,105
"37811","255548","0","documentary","a alma do osso",NA,2004-01-22,0,74
"37813","163042","3000000","drama","оранжевая любовь",NA,2007-05-19,0,92
"37817","78476","0","comedy","mon pire cauchemar","m6 films",2011-09-12,0,103
"37818","239804","0","tv movie","path of destruction","sci fi pictures",2005-09-24,0,120
"37819","292081","400000","documentary","sunshine superman",NA,2015-05-22,88097,100
"37820","267579","0","western","el ardor","canana films",2014-05-14,0,101
"37821","5252","0","drama","밀애","cj entertainment",2002-11-08,0,112
"37824","356325","0","documentary","everything is copy","hbo documentary films",2015-09-29,0,89
"37826","304878","0","documentary","von caligari zu hitler: das deutsche kino im zeitalter der massen","arte",2015-05-28,0,114
"37827","76105","10000","drama","hunger",NA,2001-01-13,0,82
"37828","357096","0","horror","i spit on your grave iii: vengeance is mine","cinetel films",2015-10-09,0,91
"37832","81670","0","animation","jock of the bushveld",NA,2011-07-29,0,89
"37839","373349","0","documentary","mapplethorpe: look at the pictures","world of wonder productions",2016-06-16,0,105
"37840","344170","0","documentary","only the dead see the end of war","screen australia",2015-06-11,0,78
"37843","36799","375581","drama","sugar","tla releasing",2004-05-22,0,78
"37856","296071","0","comedy","海月姫","kodansha",2014-12-27,0,126
"37857","380808","0","documentary","zero days","jigsaw productions",2016-07-08,0,116
"37858","295699","10000000","comedy","everybody wants some!!","annapurna pictures",2016-03-30,3400278,116
"37859","21571","0","drama","mithya","planman motion pictures",2008-01-27,0,110
"37860","161816","0",NA,"raghu romeo",NA,2003-08-14,0,96
"37862","72912","0","action","carjacked","hollywood media bridge",2011-11-22,0,89
"37863","205055","0","documentary","sign painters",NA,2014-05-13,0,90
"37864","369557","4000000","romance","sing street","cosmo-films",2016-03-11,13624522,106
"37865","336775","608000","comedy","all-stars","13 all stars llc",2014-10-15,0,98
"37866","340627","0","drama","ayanda",NA,2015-06-13,0,105
"37868","82100","0","comedy","flower girl",NA,2009-11-13,0,0
"37869","40211","0","drama","백만장자의 첫사랑",NA,2006-02-09,0,116
"37870","362541","0","comedy","jump!","trigger street productions",2014-07-26,0,18
"37871","123337","0","science fiction","sight",NA,2012-07-27,0,7
"37873","58517","0","documentary","titãs - a vida até parece uma festa",NA,2009-01-16,0,100
"37874","298869","0",NA,"bag man",NA,2014-09-10,0,15
"37875","25451","0","comedy","taking chances","penn station entertainment",2009-11-24,0,100
"37896","358893","0","drama","angry indian goddesses","one two films",2015-09-18,0,115
"37897","354220","0","crime","the girl in the photographs",NA,2015-09-14,0,95
"37898","347850","0","mystery","the unfolding","robin films",2016-03-14,0,87
"37899","142023","0","drama","les amants du flore",NA,2006-01-26,0,0
"37900","351065","0","animation","zoom","rhombus media",2015-09-11,0,96
"37901","331985","51237","science fiction","sundays","postpanic",2015-03-23,0,14
"37902","321645","0","drama","this is normal",NA,2013-04-09,0,20
"37903","298165","0","horror","he took his skin off for me",NA,2014-10-18,0,11
"37904","334362","0","comedy","highway to hellas","pantaleon entertainment gmbh",2015-08-06,0,89
"37905","203890","0","horror","2 hours",NA,2012-09-29,0,26
"37906","25803","0","drama","amal",NA,2007-09-13,0,101
"37907","276828","0","animation","wind",NA,2013-06-15,0,4
"37909","317213","0","thriller","les bessons del carrer de potent",NA,2010-02-10,0,12
"37910","195030","0","animation","palmipédarium",NA,2012-09-14,0,10
"37911","348396","0",NA,"ave maria",NA,2015-05-18,0,15
"37912","335026","0","drama","day one",NA,2015-04-16,0,25
"37913","365909","0","thriller","alles wird gut",NA,2015-01-01,0,30
"37914","369373","0","drama","stutterer",NA,2015-07-08,0,13
"37915","250686","0",NA,"eager",NA,2014-04-13,0,8
"37916","382523","0",NA,"vaesen",NA,2012-10-17,0,7
"37917","109907","0","thriller","hate story",NA,2012-04-20,0,141
"37918","282346","0","thriller","hate story 2",NA,2014-07-18,0,130
"37919","300455","0","animation","la testa tra le nuvole",NA,2013-01-01,0,8
"37920","365566","0","animation","small people with hats","royal college of art",2014-10-03,0,7
"37922","352166","0","thriller","catastasis","sonset friday entertainment",2015-04-15,0,73
"37925","142914","0","documentary","in search of blind joe death: the saga of john fahey",NA,2013-08-16,0,58
"37926","370755","5000000","comedy","paterson","amazon studios",2016-11-17,2152738,118
"37927","290595","115000000","action","the huntsman: winter's war","universal pictures",2016-04-06,164602163,114
"37928","325133","35000000","comedy","neighbors 2: sorority rising","universal pictures",2016-05-04,108758521,91
"37929","133953","0","science fiction","snow shark: ancient snow beast",NA,2011-10-12,0,80
"37930","113660","0",NA,"rumble",NA,2002-05-31,0,55
"37931","224944","0","horror","silent retreat","a film monkey production",2013-10-20,0,85
"37932","158928","110","drama","the roman spring of mrs. stone","showtime networks",2003-05-04,0,108
"37945","365183","0","documentary","killing them safely",NA,2015-04-17,0,100
"37947","369168","0","documentary","a good american","blue + green communication",2016-09-23,0,100
"37948","355925","0",NA,"another world","diamond docs",2014-02-08,0,87
"37949","252674","0",NA,"a second chance",NA,2013-01-01,0,90
"37950","327674","0","horror","the invited","dark portal llc",2010-01-01,0,95
"37951","356300","0","comedy","how to plan an orgy in a small town","neophyte productions",2015-09-19,0,101
"37952","101733","0","comedy","ゾンビアス","nikkatsu",2011-09-24,0,85
"37954","90843","0","thriller","২২শে শ্রাবণ","shree venkatesh films",2011-09-28,0,140
"37955","57173","0","tv movie","monsterwolf","bullet films",2010-10-09,0,86
"37957","332748","0","documentary","very semi-serious","american ninth art studios",2015-04-19,0,83
"37958","301608","9000000","crime","the trust","ingenious media",2016-04-29,0,93
"37960","173327","0","documentary","from bedrooms to billions",NA,2014-10-03,0,162
"37961","68016","4000000","action","aadukalam","sun pictures",2011-01-14,6e+06,160
"37963","372226","325000","drama","விசாரணை","wunderbar films",2016-02-04,1600000,118
"37965","297393","0","drama","dark horse","channel four films",2015-04-17,0,86
"37966","290916","0",NA,"7.2",NA,2014-10-16,0,14
"37967","376570","0","horror","hush","intrepid pictures",2016-03-12,0,81
"37968","121983","0","documentary","free angela and all political prisoners","overbrook entertainment",2012-09-09,0,101
"37969","285869","0","drama","wet bum","devonshire productions",2014-09-07,0,95
"37971","308063","0","documentary","the visit",NA,2015-01-26,0,83
"37972","277690","0","action","yasmine","origin films",2014-07-09,0,105
"37975","343112","1500000","thriller","man vs.","darius films",2015-06-02,0,87
"37976","374465","2100000","drama","l'avenir","arte france cinéma",2016-03-16,282382,102
"37977","318553","0","drama","sugar daddies","johnson production group",2014-12-23,0,88
"37978","237811","0",NA,"lanse gutou",NA,2013-11-13,0,101
"37982","113217","0","drama","out of sync","hearst entertainment productions",2000-07-12,0,93
"37983","57656","0","documentary","dangerous days: making blade runner","warner home video",2007-12-18,0,214
"37984","18597","0","comedy","jimmy carr: live",NA,2004-11-08,0,75
"37985","19499","0","comedy","jimmy carr: stand up","bwark productions",2005-01-01,0,80
"37986","15372","0","comedy","jimmy carr: comedian",NA,2007-11-05,0,93
"37987","15429","0","comedy","jimmy carr: in concert",NA,2008-11-03,0,87
"37988","24784","0","comedy","jimmy carr: telling jokes",NA,2009-11-02,0,90
"37989","49381","0","comedy","jimmy carr: making people laugh",NA,2010-11-08,0,113
"37990","79483","0","comedy","jimmy carr: being funny",NA,2011-11-21,0,111
"37991","238177","0","comedy","jimmy carr: laughing and joking",NA,2013-11-17,0,92
"37992","204344","0","animation","internet story",NA,2010-01-01,0,10
"37993","200558","0","drama","kara",NA,2012-05-08,0,7
"37995","354924","1000000","horror","the dead room","centron pictures",2015-10-01,0,80
"37996","254439","0","comedy","o candidato honesto",NA,2014-09-05,0,0
"38000","348390","0","drama","confirmation",NA,2016-04-16,0,110
"38001","235046","0","thriller","darkroom",NA,2013-03-10,0,81
"38002","301056","18","documentary","enchanted kingdom","bbc worldwide",2014-03-25,0,87
"38003","67174","0","action","exodus: tales from the enchanted kingdom","imus productions",2005-12-25,0,106
"38005","166660","0","action","jurassic attack",NA,2012-02-22,0,83
"38008","51505","0","family","the christmas hope",NA,2009-12-13,0,90
"38009","244852","0","action","poseidon rex",NA,2014-04-18,0,76
"38010","270909","0","drama","refugiado",NA,2014-05-18,0,95
"38011","117023","0","horror","sharkman",NA,2001-01-01,0,90
"38012","322746","0","documentary","sweet micky for president",NA,2015-01-23,0,89
"38013","101320","0",NA,"the spiral staircase",NA,2000-04-02,0,88
"38019","364810","0","comedy","bộ ba rắc rối",NA,2015-05-15,0,103
"38021","110282","0",NA,"a way of life",NA,2004-11-12,0,91
"38022","341366","0","adventure","sherpa","felix media",2015-06-07,0,96
"38023","352372","0","horror","darling","glass eye pix",2015-09-24,0,78
"38025","339994","0","drama","the good neighbor","anonymous content",2016-09-16,0,98
"38032","19509","0","comedy","all the days before tomorrow","kangoo films",2007-04-01,0,100
"38033","297421","0","documentary","des hommes et de la guerre",NA,2014-10-22,0,142
"38034","170194","7000000","mystery","riddle","daronimax media",2013-01-10,0,100
"38039","336121","0","drama","girl on the edge","jay silverman productions",2015-02-23,0,100
"38041","335578","5070773","drama","under sandet","nordisk film",2015-12-03,0,100
"38042","342165","0","drama","too late","foe killer films",2016-03-25,7000,108
"38044","392418","0","tv movie","the cheerleader murders","marvista entertainment",2017-03-17,0,84
"38046","355230","0","documentary","in jackson heights",NA,2015-09-04,0,190
"38047","332739","0","documentary","in transit",NA,2015-04-16,0,76
