"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"45068","49492","jogwa the awakening","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",2009-09-25,"2009","09","25",0,"0",92,1,0,0,0,0,"jogwatheawakening"
"45070","401427","elegy","[{'id': 878, 'name': 'Science Fiction'}]",2014-09-10,"2014","09","10",0,"0",16,0,0,0,0,1,"elegy"
"NA.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"45072","14247","sniper 3","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2004-10-18,"2004","10","18",0,"0",97,1,1,0,1,0,"sniper3"
"45073","408755","the binding","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2016-08-02,"2016","08","02",0,"0",88,1,1,0,0,0,"thebinding"
"45076","314238","plug","[{'id': 878, 'name': 'Science Fiction'}]",2014-10-25,"2014","10","25",0,"0",16,0,0,0,0,1,"plug"
"45077","298540","cru","[]",2014-06-21,"2014","06","21",0,"0",85,0,0,0,0,0,"cru"
"45078","355193","devil s gate","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2017-04-24,"2017","04","24",0,"0",94,0,1,0,0,1,"devilsgate"
"45079","465044","abduction","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2017-06-28,"2017","06","28",0,"0",90,1,0,0,0,1,"abduction"
"45080","390747","obit","[{'id': 99, 'name': 'Documentary'}]",2017-04-26,"2017","04","26",0,"0",93,0,0,1,0,0,"obit"
"45082","413049","american anarchist","[{'id': 99, 'name': 'Documentary'}]",2016-09-02,"2016","09","02",0,"0",80,0,0,1,0,0,"americananarchist"
"45083","422005","kanelia kainaloon tatu ja patu ","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2016-10-19,"2016","10","19",0,"0",75,0,0,0,0,1,"kaneliakainaloontatujapatu"
"45084","393945","la fille de brest","[{'id': 18, 'name': 'Drama'}]",2016-11-18,"2016","11","18",0,"0",128,1,0,0,0,0,"lafilledebrest"
"45085","297956","dansen op de vulkaan","[{'id': 18, 'name': 'Drama'}]",2014-10-30,"2014","10","30",0,"0",83,1,0,0,0,0,"dansenopdevulkaan"
"45086","464207","the truth is in the stars","[{'id': 99, 'name': 'Documentary'}]",2017-05-01,"2017","05","01",0,"0",86,0,0,1,0,0,"thetruthisinthestars"
"45087","425071","decanted","[]",2016-11-11,"2016","11","11",0,"0",82,0,0,0,0,0,"decanted"
"45091","128268","veruschka die inszenierung m eines k„ rpers","[]",2005-09-30,"2005","09","30",0,"0",52,0,0,0,0,0,"veruschkadieinszenierungmeinesk„rpers"
"45092","58763","god of love","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2010-06-12,"2010","06","12",0,"0",18,1,0,0,0,1,"godoflove"
"45093","40544","ghibli et le myst„ re miyazaki","[{'id': 99, 'name': 'Documentary'}]",2005-01-07,"2005","01","07",0,"0",53,0,0,1,0,0,"ghiblietlemyst„remiyazaki"
"45094","152155","     Òû   ÒÇ ÒáÒÇ  ÒÄ  ÒÅÒÖ   ÒÇ","[{'id': 18, 'name': 'Drama'}]",2012-12-09,"2012","12","09",14353,"0",72,1,0,0,0,0,"ÒûÒÇÒáÒÇÒÄÒÅÒÖÒÇ"
"45095","53456","ces amours l„†","[{'id': 18, 'name': 'Drama'}]",2010-09-15,"2010","09","15",0,"0",120,1,0,0,0,0,"cesamoursl„†"
"45097","62447","Ê „Å „Ç „Éà„Éê","[]",2002-10-26,"2002","10","26",0,"0",9,0,0,0,0,0,"Ê„Å„Ç„Éà„Éê"
"45098","168235","i pet goat ii","[]",2012-03-15,"2012","03","15",0,"0",8,0,0,0,0,0,"ipetgoatii"
"45099","52803","sebastian s voodoo","[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}]",2008-06-07,"2008","06","07",0,"2000",4,0,1,0,0,1,"sebastiansvoodoo"
"45100","26969","8 citas","[{'id': 35, 'name': 'Comedy'}]",2008-04-18,"2008","04","18",0,"0",95,0,0,0,0,1,"8citas"
"45104","130278","struck","[]",2008-12-30,"2008","12","30",0,"0",7,0,0,0,0,0,"struck"
"45107","79728","nicostratos le p„ lican","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-06-29,"2011","06","29",0,"0",95,1,0,0,0,1,"nicostratoslep„lican"
"45108","21044","surviving sid","[{'id': 16, 'name': 'Animation'}]",2008-10-20,"2008","10","20",0,"0",7,0,0,0,0,1,"survivingsid"
"45109","307649","õÒû  ÒÇ    Òû  ÒÇ","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2014-12-04,"2014","12","04",0,"0",85,1,0,0,0,1,"õÒûÒÇÒûÒÇ"
"45111","75232","puzzled love","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2010-06-06,"2010","06","06",0,"0",74,1,0,0,0,1,"puzzledlove"
"45112","10524","la disparue de deauville","[{'id': 53, 'name': 'Thriller'}]",2007-05-23,"2007","05","23",0,"0",103,0,1,0,0,0,"ladisparuededeauville"
"45113","72363","je reste ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2003-10-01,"2003","10","01",0,"0",102,1,0,0,0,1,"jereste"
"45114","301016","     Òá Òã ÒÉ  ÒÄ","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2014-10-04,"2014","10","04",0,"21000000",175,1,0,1,0,0,"ÒáÒãÒÉÒÄ"
"45115","93782","fate","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2003-03-15,"2003","03","15",0,"0",94,1,1,0,0,0,"fate"
"45116","169856","el vendedor de humo","[]",2012-01-04,"2012","01","04",0,"0",7,0,0,0,0,0,"elvendedordehumo"
"45119","130627","get out","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2010-02-01,"2010","02","01",0,"0",7,0,0,0,0,1,"getout"
"45122","21893","the abduction club","[{'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]",2002-07-19,"2002","07","19",0,"0",96,0,0,1,0,1,"theabductionclub"
"45123","105759","the black hole","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2008-01-01,"2008","01","01",0,"0",3,1,0,0,0,1,"theblackhole"
"45124","71576","buenos aires 100 km","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2005-02-10,"2005","02","10",0,"0",93,1,0,0,0,0,"buenosaires100km"
"45125","99229","normal","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2009-03-26,"2009","03","26",0,"0",100,1,1,0,0,0,"normal"
"45126","62741","nezhnyy vozrast","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2000-06-06,"2000","06","06",0,"0",130,1,0,0,0,0,"nezhnyyvozrast"
"45127","86118","this way up","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2008-04-24,"2008","04","24",0,"0",9,0,0,0,0,1,"thiswayup"
"45128","108827","ò ÒÉ  Òò ","[{'id': 18, 'name': 'Drama'}]",2004-09-11,"2004","09","11",0,"0",107,1,0,0,0,0,"òÒÉÒò"
"45129","27208","un lever de rideau","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2006-08-07,"2006","08","07",0,"0",30,1,0,0,1,0,"unleverderideau"
"45131","415892","ñ   ÒÖ","[{'id': 35, 'name': 'Comedy'}]",2016-09-15,"2016","09","15",0,"0",90,0,0,0,0,1,"ñÒÖ"
"45132","160329","lightheaded","[]",2009-08-04,"2009","08","04",0,"0",5,0,0,0,0,0,"lightheaded"
"45133","15329","„áa ira mieux demain","[{'id': 35, 'name': 'Comedy'}]",2000-11-15,"2000","11","15",0,"0",89,0,0,0,0,1,"„áairamieuxdemain"
"45134","62783","realnyy papa","[{'id': 35, 'name': 'Comedy'}]",2008-04-17,"2008","04","17",0,"0",87,0,0,0,0,1,"realnyypapa"
"45135","59914","la blonde aux seins nus","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2010-07-21,"2010","07","21",0,"7500000",100,1,0,0,0,1,"lablondeauxseinsnus"
"45136","326029","delivery","[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",2005-04-09,"2005","04","09",0,"10000",9,0,0,0,0,1,"delivery"
"45137","54551","banana","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2010-12-13,"2010","12","13",0,"0",4,0,0,0,0,1,"banana"
"45140","378236","the emoji movie","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",2017-07-28,"2017","07","28",66913939,"50000000",86,0,0,0,0,1,"theemojimovie"
"45142","407531","bedeviled","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2017-06-28,"2017","06","28",0,"0",91,0,1,0,0,0,"bedeviled"
"45146","463906","the saint","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",2017-07-11,"2017","07","11",0,"0",92,1,0,0,1,1,"thesaint"
"NA.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"45150","440708","mamma o pap„† ","[{'id': 35, 'name': 'Comedy'}]",2017-02-14,"2017","02","14",0,"0",103,0,0,0,0,1,"mammaopap„†"
"45152","57413","el gran v„ zquez","[{'id': 35, 'name': 'Comedy'}]",2010-09-24,"2010","09","24",0,"0",106,0,0,0,0,1,"elgranv„zquez"
"45153","107753","collaborator","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-10-08,"2011","10","08",0,"0",87,1,0,0,0,1,"collaborator"
"45155","403011","being george clooney","[{'id': 99, 'name': 'Documentary'}]",2016-02-06,"2016","02","06",0,"0",88,0,0,1,0,0,"beinggeorgeclooney"
"45156","442750","the hippopotamus","[{'id': 35, 'name': 'Comedy'}]",2017-03-19,"2017","03","19",0,"0",86,0,0,0,0,1,"thehippopotamus"
"45157","366071","enchiridion","[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2012-10-12,"2012","10","12",0,"0",81,1,1,0,0,1,"enchiridion"
"45165","137180","aiyyaa","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2012-10-12,"2012","10","12",0,"0",146,1,0,0,0,1,"aiyyaa"
"45166","68063","questa notte „ ancora nostra","[{'id': 35, 'name': 'Comedy'}]",2008-03-19,"2008","03","19",0,"0",98,0,0,0,0,1,"questanotte„ancoranostra"
"45167","369363","claude lanzmann spectres of the shoah","[]",2015-06-06,"2015","06","06",0,"0",40,0,0,0,0,0,"claudelanzmannspectresoftheshoah"
"45168","395834","wind river","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2017-08-03,"2017","08","03",184770205,"11000000",111,1,1,0,1,0,"windriver"
"45169","34671","olga","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",2004-08-20,"2004","08","20",0,"0",141,1,0,1,0,0,"olga"
"45171","461634","rory scovel tries stand up for the first time","[{'id': 35, 'name': 'Comedy'}]",2017-06-20,"2017","06","20",0,"0",66,0,0,0,0,1,"roryscoveltriesstandupforthefirsttime"
"45172","428495","the nile hilton incident","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2017-07-12,"2017","07","12",0,"0",106,1,1,0,0,0,"thenilehiltonincident"
"45173","351423","dock ellis the lsd no no","[{'id': 16, 'name': 'Animation'}]",2010-06-01,"2010","06","01",0,"0",5,0,0,0,0,1,"dockellisthelsdnono"
"45174","431435","ë     ÒÅÒÇ ÒÄ","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2017-07-13,"2017","07","13",0,"0",82,1,0,0,0,1,"ëÒÅÒÇÒÄ"
"45175","339692","shot caller","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2017-07-13,"2017","07","13",0,"0",121,1,1,0,0,0,"shotcaller"
"45176","389627","nerdland","[{'id': 16, 'name': 'Animation'}]",2016-12-06,"2016","12","06",0,"0",83,0,0,0,0,1,"nerdland"
"45178","375798","brice 3","[{'id': 35, 'name': 'Comedy'}]",2016-10-19,"2016","10","19",0,"0",95,0,0,0,0,1,"brice3"
"45179","442087","mike birbiglia thank god for jokes","[{'id': 35, 'name': 'Comedy'}]",2017-02-28,"2017","02","28",0,"0",71,0,0,0,0,1,"mikebirbigliathankgodforjokes"
"45180","462108","chris d elia man on fire","[{'id': 35, 'name': 'Comedy'}]",2017-06-27,"2017","06","27",0,"0",65,0,0,0,0,1,"chrisdeliamanonfire"
"45181","298787","3 ‡ ‡ ú‡ á","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2014-09-26,"2014","09","26",0,"0",0,0,1,0,0,0,"3‡‡ú‡á"
"45182","305147","vesegonskaya volchitsa","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2004-08-26,"2004","08","26",0,"0",101,1,0,0,1,1,"vesegonskayavolchitsa"
"45183","15525","van god los","[{'id': 53, 'name': 'Thriller'}]",2003-04-24,"2003","04","24",0,"0",90,0,1,0,0,0,"vangodlos"
"45184","429101","anti matter","[{'id': 878, 'name': 'Science Fiction'}]",2016-01-01,"2016","01","01",0,"0",109,0,0,0,0,1,"antimatter"
"45185","461053","s w a t under siege","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2017-08-01,"2017","08","01",0,"0",89,1,1,0,1,0,"swatundersiege"
"45187","345438","ja ik wil ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2015-10-15,"2015","10","15",0,"0",96,1,0,0,0,1,"jaikwil"
"45189","346225","la calle de la amargura","[{'id': 18, 'name': 'Drama'}]",2015-09-17,"2015","09","17",0,"0",99,1,0,0,0,0,"lacalledelaamargura"
"45190","333097","almost holy","[{'id': 99, 'name': 'Documentary'}]",2015-04-16,"2015","04","16",0,"0",97,0,0,1,0,0,"almostholy"
"45191","415633","tonight she comes","[{'id': 27, 'name': 'Horror'}]",2016-10-09,"2016","10","09",0,"0",84,0,1,0,0,0,"tonightshecomes"
"45192","429524","drone wars","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2016-03-30,"2016","03","30",0,"0",0,0,1,0,1,1,"dronewars"
"45193","421126","ú   ÒÇ ö  ÒÉ Òè  ","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",2017-01-09,"2017","01","09",0,"0",85,0,0,0,1,1,"úÒÇöÒÉÒè"
"45195","383743","avant les rues","[{'id': 18, 'name': 'Drama'}]",2016-02-18,"2016","02","18",0,"0",98,1,0,0,0,0,"avantlesrues"
"45196","365451","baby baby baby","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2015-10-30,"2015","10","30",0,"0",92,1,0,0,0,1,"babybabybaby"
"45197","17229","bill maher the decider","[{'id': 35, 'name': 'Comedy'}]",2007-07-21,"2007","07","21",0,"0",60,0,0,0,0,1,"billmaherthedecider"
"45198","75760","american teacher","[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",2011-05-03,"2011","05","03",0,"0",81,0,0,1,0,0,"americanteacher"
"45199","412669","first round down","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2017-03-04,"2017","03","04",0,"0",0,0,0,0,1,1,"firstrounddown"
"45200","279687","futurama the lost adventure","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2008-06-24,"2008","06","24",0,"0",30,0,0,0,0,1,"futuramathelostadventure"
"45201","464111","zygote","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2017-07-12,"2017","07","12",0,"0",23,0,1,0,0,1,"zygote"
"45202","385305","24„ó36","[{'id': 99, 'name': 'Documentary'}]",2016-03-05,"2016","03","05",0,"0",81,0,0,1,0,0,"24„ó36"
"45203","440597","wish upon","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2017-07-07,"2017","07","07",0,"0",90,0,1,0,0,1,"wishupon"
"NA.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"45205","417870","girls trip","[{'id': 35, 'name': 'Comedy'}]",2017-07-21,"2017","07","21",0,"0",122,0,0,0,0,1,"girlstrip"
"45206","419459","landline","[{'id': 35, 'name': 'Comedy'}]",2017-07-21,"2017","07","21",0,"0",93,0,0,0,0,1,"landline"
"45207","407448","detroit","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2017-07-28,"2017","07","28",0,"34000000",143,1,1,1,0,0,"detroit"
"45208","414453","columbus","[{'id': 18, 'name': 'Drama'}]",2017-08-04,"2017","08","04",0,"0",104,1,0,0,0,0,"columbus"
"45209","329005","autism in love","[{'id': 99, 'name': 'Documentary'}]",2015-04-15,"2015","04","15",0,"0",76,0,0,1,0,0,"autisminlove"
"45210","213204","the foxy merkins","[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2013-08-09,"2013","08","09",0,"0",81,0,0,0,1,1,"thefoxymerkins"
"45212","384594","blood hunters","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2016-10-01,"2016","10","01",0,"0",90,0,1,0,0,0,"bloodhunters"
"45213","257059","ö      ÒÇ ‚ ù      ‚ ","[]",2014-01-25,"2014","01","25",0,"0",104,0,0,0,0,0,"öÒÇ‚ù‚"
"45214","412103","rick and morty state of georgia vs denver fenton allen","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2016-07-24,"2016","07","24",0,"0",10,1,0,0,0,1,"rickandmortystateofgeorgiavsdenverfentonallen"
"45215","438665","fittest on earth a decade of fitness","[{'id': 99, 'name': 'Documentary'}]",2017-02-01,"2017","02","01",0,"0",116,0,0,1,0,0,"fittestonearthadecadeoffitness"
"45216","437830","zero 3","[{'id': 53, 'name': 'Thriller'}]",2017-01-27,"2017","01","27",0,"0",90,0,1,0,0,0,"zero3"
"45218","411516","ein deutsches leben","[{'id': 99, 'name': 'Documentary'}]",2016-10-15,"2016","10","15",0,"0",107,0,0,1,0,0,"eindeutschesleben"
"45219","254689","never tear us apart the untold story of inxs","[]",2014-02-09,"2014","02","09",0,"0",180,0,0,0,0,0,"nevertearusaparttheuntoldstoryofinxs"
"45221","316437","pairon talle","[]",2011-01-15,"2011","01","15",0,"0",99,0,0,0,0,0,"pairontalle"
"45222","85709","dooman river","[{'id': 18, 'name': 'Drama'}]",2010-08-28,"2010","08","28",0,"0",90,1,0,0,0,0,"doomanriver"
"45224","403667","adios amigos","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2016-09-08,"2016","09","08",0,"0",0,1,0,0,0,1,"adiosamigos"
"45226","459950","feed","[{'id': 18, 'name': 'Drama'}]",2017-07-18,"2017","07","18",0,"0",96,1,0,0,0,0,"feed"
"45227","332543","a genius leaves the hood the unauthorized story of jay z","[{'id': 99, 'name': 'Documentary'}]",2014-03-21,"2014","03","21",0,"0",0,0,0,1,0,0,"ageniusleavesthehoodtheunauthorizedstoryofjayz"
"45228","128571","cure for pain the mark sandman story","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2011-04-29,"2011","04","29",0,"0",85,0,0,1,0,0,"cureforpainthemarksandmanstory"
"45229","82029","itin„ raire bis","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011-08-03,"2011","08","03",0,"0",80,1,0,0,0,1,"itin„rairebis"
"45230","33704","le carton","[{'id': 35, 'name': 'Comedy'}]",2004-10-06,"2004","10","06",0,"0",88,0,0,0,0,1,"lecarton"
"45231","103344","d„ pression et des potes","[{'id': 35, 'name': 'Comedy'}]",2012-04-30,"2012","04","30",0,"0",95,0,0,0,0,1,"d„pressionetdespotes"
"45232","275272","je hais les enfants ","[{'id': 35, 'name': 'Comedy'}]",2003-11-12,"2003","11","12",0,"0",NA,0,0,0,0,1,"jehaislesenfants"
"45233","68637","l „âl„ ve ducobu","[{'id': 35, 'name': 'Comedy'}]",2011-06-22,"2011","06","22",0,"0",0,0,0,0,0,1,"l„âl„veducobu"
"45234","454774","the girl from the song","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2017-04-24,"2017","04","24",0,"0",102,1,0,1,0,0,"thegirlfromthesong"
"45235","433410","selbstkritik eines b„ rgerlichen hundes","[{'id': 35, 'name': 'Comedy'}]",2017-01-29,"2017","01","29",0,"0",99,0,0,0,0,1,"selbstkritikeinesb„rgerlichenhundes"
"45236","429039","jean ziegler l optimisme de la volont„ ","[{'id': 99, 'name': 'Documentary'}]",2016-11-23,"2016","11","23",0,"0",0,0,0,1,0,0,"jeanzieglerloptimismedelavolont„"
"45239","423453","sahara","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2017-02-01,"2017","02","01",7800000,"0",86,0,0,0,1,1,"sahara"
"45240","451955","l amant double","[{'id': 53, 'name': 'Thriller'}]",2017-05-26,"2017","05","26",0,"0",110,0,1,0,0,0,"lamantdouble"
"45246","280640","geronimo","[{'id': 18, 'name': 'Drama'}]",2014-10-15,"2014","10","15",0,"0",107,1,0,0,0,0,"geronimo"
"45247","231216","villa henriette","[{'id': 35, 'name': 'Comedy'}]",2004-12-02,"2004","12","02",0,"0",NA,0,0,0,0,1,"villahenriette"
"45251","24049","‡ ö‡ ‡ ‡ ‡ ú‡ ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2007-06-14,"2007","06","14",1.9e+07,"12000000",185,1,0,0,1,1,"‡ö‡‡‡‡ú‡"
"45253","410554","first kill","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2017-07-21,"2017","07","21",0,"0",97,0,1,0,1,0,"firstkill"
"45254","96823","quiz","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2012-03-22,"2012","03","22",0,"0",85,1,1,0,0,0,"quiz"
"45255","54559","minions orientation day","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2010-12-13,"2010","12","13",0,"0",4,0,0,0,0,1,"minionsorientationday"
"45256","390343","burden","[{'id': 99, 'name': 'Documentary'}]",2016-04-16,"2016","04","16",0,"0",88,0,0,1,0,0,"burden"
"45257","450875","la 92","[{'id': 99, 'name': 'Documentary'}]",2017-04-28,"2017","04","28",0,"0",114,0,0,1,0,0,"la92"
"45258","56841","tusen g„ nger starkare","[{'id': 18, 'name': 'Drama'}]",2010-09-24,"2010","09","24",0,"0",85,1,0,0,0,0,"tuseng„ngerstarkare"
"45259","417320","descendants 2","[{'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}]",2017-07-21,"2017","07","21",0,"0",111,0,0,1,1,1,"descendants2"
"45262","407803","harry benson shoot first","[{'id': 99, 'name': 'Documentary'}]",2016-11-04,"2016","11","04",0,"0",87,0,0,1,0,0,"harrybensonshootfirst"
"45265","51507","pouta","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2010-02-04,"2010","02","04",0,"0",140,1,1,0,0,0,"pouta"
"45266","265189","turist","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014-08-15,"2014","08","15",1359497,"0",118,1,0,0,0,1,"turist"
